sku,quantity,price
Milliken-25812,1,221.76
Milliken-25805,1,221.76
Milliken-25806,1,221.76
Milliken-25808,1,221.76
Milliken-25810,1,221.76
Milliken-26385,1,221.76
Milliken-27135,1,221.76
Milliken-25850,1,221.76
Milliken-25851,1,221.76
Milliken-26372,1,221.76
Milliken-26384,1,221.76
Milliken-26373,1,221.76
Milliken-26383,1,221.76
Milliken-25813,1,221.76
Milliken-25814,1,221.76
Milliken-26377,1,221.76
Milliken-26374,1,221.76
Milliken-25849,1,221.76
Milliken-27134,1,221.76
Milliken-26378,1,221.76
Milliken-26371,1,221.76
Milliken-27136,1,221.76
Milliken-26379,1,221.76
Milliken-39894,1,221.76
Milliken-39895,1,221.76
Milliken-39888,1,221.76
Milliken-39893,1,221.76
Milliken-39887,1,221.76
Milliken-39891,1,221.76
Milliken-39889,1,221.76
Milliken-39892,1,221.76
Milliken-39890,1,221.76
Milliken-49644,1,221.76
Milliken-49645,1,221.76
Milliken-56313,1,221.76
Milliken-56306,1,221.76
Milliken-56314,1,221.76
Milliken-56296,1,221.76
Milliken-56297,1,221.76
Milliken-56315,1,221.76
Milliken-56298,1,221.76
Milliken-56307,1,221.76
Milliken-56299,1,221.76
Milliken-56308,1,221.76
Milliken-56300,1,221.76
Milliken-56309,1,221.76
Milliken-56310,1,221.76
Milliken-56311,1,221.76
Milliken-56312,1,221.76
Milliken-56301,1,221.76
Milliken-56302,1,221.76
Milliken-56303,1,221.76
Milliken-56304,1,221.76
Milliken-49658,1,221.76
Milliken-56305,1,221.76
Milliken-49659,1,221.76
Milliken-49660,1,221.76
Milliken-49662,1,221.76
Milliken-49663,1,221.76
Milliken-49652,1,221.76
Milliken-49653,1,221.76
Milliken-49654,1,221.76
Milliken-49655,1,221.76
Milliken-49656,1,221.76
Milliken-49646,1,221.76
Milliken-49647,1,221.76
Milliken-49648,1,221.76
Milliken-49649,1,221.76
Milliken-49650,1,221.76
Milliken-49651,1,221.76
Milliken-49640,1,221.76
